feature,importance,original_feature,feature_group
categorical__route_Memphis → Harrisburg,0.0,route_Memphis → Harrisburg,route
categorical__route_Memphis → Greensboro,0.0,route_Memphis → Greensboro,route
categorical__route_Memphis → Green Bay,0.0,route_Memphis → Green Bay,route
categorical__route_Memphis → Grand Rapids,0.0,route_Memphis → Grand Rapids,route
categorical__route_Memphis → Fresno,0.0,route_Memphis → Fresno,route
categorical__route_Memphis → Fort Wayne,0.0,route_Memphis → Fort Wayne,route
categorical__route_Memphis → El Paso,0.0,route_Memphis → El Paso,route
categorical__route_Memphis → Detroit,0.0,route_Memphis → Detroit,route
categorical__route_Memphis → Dayton,0.0,route_Memphis → Dayton,route
categorical__route_Memphis → Dallas,0.0,route_Memphis → Dallas,route
categorical__route_Memphis → Corpus Christi,0.0,route_Memphis → Corpus Christi,route
categorical__route_Memphis → Columbia,0.0,route_Memphis → Columbia,route
categorical__route_Memphis → Cincinnati,0.0,route_Memphis → Cincinnati,route
categorical__route_Memphis → Oklahoma City,0.0,route_Memphis → Oklahoma City,route
categorical__route_Memphis → New York,0.0,route_Memphis → New York,route
categorical__route_Memphis → New Orleans,0.0,route_Memphis → New Orleans,route
categorical__route_Memphis → Nashville,0.0,route_Memphis → Nashville,route
categorical__route_Memphis → Montgomery,0.0,route_Memphis → Montgomery,route
categorical__route_Washington → El Paso,0.0,route_Washington → El Paso,route
categorical__route_Memphis → Milwaukee,0.0,route_Memphis → Milwaukee,route
categorical__route_Memphis → Madison,0.0,route_Memphis → Madison,route
categorical__route_Memphis → Lubbock,0.0,route_Memphis → Lubbock,route
categorical__route_Memphis → Louisville,0.0,route_Memphis → Louisville,route
categorical__route_Memphis → Los Angeles,0.0,route_Memphis → Los Angeles,route
categorical__route_Memphis → Little Rock,0.0,route_Memphis → Little Rock,route
categorical__route_Memphis → Lexington,0.0,route_Memphis → Lexington,route
categorical__route_Memphis → Las Vegas,0.0,route_Memphis → Las Vegas,route
categorical__route_Memphis → Kansas City,0.0,route_Memphis → Kansas City,route
categorical__route_Memphis → Jacksonville,0.0,route_Memphis → Jacksonville,route
categorical__route_Memphis → Tucson,0.0,route_Memphis → Tucson,route
categorical__route_Memphis → Tampa,0.0,route_Memphis → Tampa,route
categorical__route_Memphis → Syracuse,0.0,route_Memphis → Syracuse,route
categorical__route_Memphis → St. Louis,0.0,route_Memphis → St. Louis,route
categorical__route_Memphis → Shreveport,0.0,route_Memphis → Shreveport,route
categorical__route_Washington → Detroit,0.0,route_Washington → Detroit,route
categorical__route_Memphis → San Francisco,0.0,route_Memphis → San Francisco,route
categorical__route_Memphis → San Antonio,0.0,route_Memphis → San Antonio,route
categorical__route_Memphis → Salt Lake City,0.0,route_Memphis → Salt Lake City,route
categorical__route_Memphis → Richmond,0.0,route_Memphis → Richmond,route
categorical__route_Memphis → Reno,0.0,route_Memphis → Reno,route
categorical__route_Memphis → Raleigh,0.0,route_Memphis → Raleigh,route
categorical__route_Memphis → Providence,0.0,route_Memphis → Providence,route
categorical__route_Memphis → Phoenix,0.0,route_Memphis → Phoenix,route
categorical__route_Memphis → Philadelphia,0.0,route_Memphis → Philadelphia,route
categorical__route_Milwaukee → Cincinnati,0.0,route_Milwaukee → Cincinnati,route
categorical__route_Milwaukee → Chattanooga,0.0,route_Milwaukee → Chattanooga,route
categorical__route_Milwaukee → Charleston,0.0,route_Milwaukee → Charleston,route
categorical__route_Milwaukee → Buffalo,0.0,route_Milwaukee → Buffalo,route
categorical__route_Milwaukee → Boston,0.0,route_Milwaukee → Boston,route
categorical__route_Milwaukee → Birmingham,0.0,route_Milwaukee → Birmingham,route
categorical__route_Milwaukee → Baton Rouge,0.0,route_Milwaukee → Baton Rouge,route
categorical__route_Milwaukee → Baltimore,0.0,route_Milwaukee → Baltimore,route
categorical__route_Milwaukee → Bakersfield,0.0,route_Milwaukee → Bakersfield,route
categorical__route_Milwaukee → Austin,0.0,route_Milwaukee → Austin,route
categorical__route_Milwaukee → Atlanta,0.0,route_Milwaukee → Atlanta,route
categorical__route_Milwaukee → Amarillo,0.0,route_Milwaukee → Amarillo,route
categorical__route_Milwaukee → Albuquerque,0.0,route_Milwaukee → Albuquerque,route
categorical__route_Memphis → Washington,0.0,route_Memphis → Washington,route
categorical__route_Memphis → Tulsa,0.0,route_Memphis → Tulsa,route
categorical__route_Milwaukee → Jacksonville,0.0,route_Milwaukee → Jacksonville,route
categorical__route_Milwaukee → Indianapolis,0.0,route_Milwaukee → Indianapolis,route
categorical__route_Milwaukee → Houston,0.0,route_Milwaukee → Houston,route
categorical__route_Washington → Dayton,0.0,route_Washington → Dayton,route
categorical__route_Milwaukee → Greensboro,0.0,route_Milwaukee → Greensboro,route
categorical__route_Milwaukee → Green Bay,0.0,route_Milwaukee → Green Bay,route
categorical__route_Washington → Dallas,0.0,route_Washington → Dallas,route
categorical__route_Milwaukee → El Paso,0.0,route_Milwaukee → El Paso,route
categorical__route_Milwaukee → Detroit,0.0,route_Milwaukee → Detroit,route
categorical__route_Milwaukee → Dayton,0.0,route_Milwaukee → Dayton,route
categorical__route_Washington → Corpus Christi,0.0,route_Washington → Corpus Christi,route
categorical__route_Milwaukee → Corpus Christi,0.0,route_Milwaukee → Corpus Christi,route
categorical__route_Milwaukee → Columbia,0.0,route_Milwaukee → Columbia,route
categorical__route_Milwaukee → Philadelphia,0.0,route_Milwaukee → Philadelphia,route
categorical__route_Milwaukee → Oklahoma City,0.0,route_Milwaukee → Oklahoma City,route
categorical__route_Milwaukee → New Orleans,0.0,route_Milwaukee → New Orleans,route
categorical__route_Milwaukee → Nashville,0.0,route_Milwaukee → Nashville,route
categorical__route_Milwaukee → Montgomery,0.0,route_Milwaukee → Montgomery,route
categorical__route_Milwaukee → Mobile,0.0,route_Milwaukee → Mobile,route
categorical__route_Milwaukee → Memphis,0.0,route_Milwaukee → Memphis,route
categorical__route_Milwaukee → Madison,0.0,route_Milwaukee → Madison,route
categorical__route_Milwaukee → Lubbock,0.0,route_Milwaukee → Lubbock,route
categorical__route_Milwaukee → Louisville,0.0,route_Milwaukee → Louisville,route
categorical__route_Milwaukee → Los Angeles,0.0,route_Milwaukee → Los Angeles,route
categorical__route_Milwaukee → Little Rock,0.0,route_Milwaukee → Little Rock,route
categorical__route_Milwaukee → Lexington,0.0,route_Milwaukee → Lexington,route
categorical__route_Milwaukee → Las Vegas,0.0,route_Milwaukee → Las Vegas,route
categorical__route_Milwaukee → Kansas City,0.0,route_Milwaukee → Kansas City,route
categorical__route_Milwaukee → Tulsa,0.0,route_Milwaukee → Tulsa,route
categorical__route_Milwaukee → Tucson,0.0,route_Milwaukee → Tucson,route
categorical__route_Milwaukee → Toledo,0.0,route_Milwaukee → Toledo,route
categorical__route_Milwaukee → Tampa,0.0,route_Milwaukee → Tampa,route
categorical__route_Milwaukee → Syracuse,0.0,route_Milwaukee → Syracuse,route
categorical__route_Milwaukee → St. Louis,0.0,route_Milwaukee → St. Louis,route
categorical__route_Milwaukee → Shreveport,0.0,route_Milwaukee → Shreveport,route
categorical__route_Milwaukee → Savannah,0.0,route_Milwaukee → Savannah,route
categorical__route_Milwaukee → San Francisco,0.0,route_Milwaukee → San Francisco,route
categorical__route_Milwaukee → San Antonio,0.0,route_Milwaukee → San Antonio,route
categorical__route_Milwaukee → Salt Lake City,0.0,route_Milwaukee → Salt Lake City,route
categorical__route_Milwaukee → Reno,0.0,route_Milwaukee → Reno,route
categorical__route_Milwaukee → Raleigh,0.0,route_Milwaukee → Raleigh,route
categorical__route_Milwaukee → Providence,0.0,route_Milwaukee → Providence,route
categorical__route_Albuquerque → Louisville,0.0,route_Albuquerque → Louisville,route
categorical__route_Amarillo → Austin,0.0,route_Amarillo → Austin,route
categorical__route_Washington → Columbia,0.0,route_Washington → Columbia,route
categorical__route_Amarillo → Albany,0.0,route_Amarillo → Albany,route
categorical__route_Albuquerque → Tulsa,0.0,route_Albuquerque → Tulsa,route
categorical__route_Albuquerque → Tucson,0.0,route_Albuquerque → Tucson,route
categorical__route_Albuquerque → Toledo,0.0,route_Albuquerque → Toledo,route
categorical__route_Albuquerque → Tampa,0.0,route_Albuquerque → Tampa,route
categorical__route_Albuquerque → Syracuse,0.0,route_Albuquerque → Syracuse,route
categorical__route_Albuquerque → St. Louis,0.0,route_Albuquerque → St. Louis,route
categorical__route_Albuquerque → Shreveport,0.0,route_Albuquerque → Shreveport,route
categorical__route_Albuquerque → Savannah,0.0,route_Albuquerque → Savannah,route
categorical__route_Albuquerque → San Francisco,0.0,route_Albuquerque → San Francisco,route
categorical__route_Albuquerque → San Antonio,0.0,route_Albuquerque → San Antonio,route
categorical__route_Albuquerque → Salt Lake City,0.0,route_Albuquerque → Salt Lake City,route
categorical__route_Milwaukee → Phoenix,0.0,route_Milwaukee → Phoenix,route
categorical__route_Mobile → Columbia,0.0,route_Mobile → Columbia,route
categorical__route_Mobile → Chattanooga,0.0,route_Mobile → Chattanooga,route
categorical__route_Mobile → Charleston,0.0,route_Mobile → Charleston,route
categorical__route_Mobile → Buffalo,0.0,route_Mobile → Buffalo,route
categorical__pickup_Birmingham,0.0,pickup_Birmingham,pickup
categorical__route_Mobile → Birmingham,0.0,route_Mobile → Birmingham,route
categorical__route_Mobile → Baton Rouge,0.0,route_Mobile → Baton Rouge,route
categorical__route_Mobile → Baltimore,0.0,route_Mobile → Baltimore,route
categorical__route_Mobile → Austin,0.0,route_Mobile → Austin,route
categorical__route_Mobile → Atlanta,0.0,route_Mobile → Atlanta,route
categorical__route_Mobile → Albuquerque,0.0,route_Mobile → Albuquerque,route
categorical__route_Mobile → Albany,0.0,route_Mobile → Albany,route
categorical__route_Milwaukee → Washington,0.0,route_Milwaukee → Washington,route
categorical__route_Mobile → Kansas City,0.0,route_Mobile → Kansas City,route
categorical__route_Mobile → Jacksonville,0.0,route_Mobile → Jacksonville,route
categorical__route_Mobile → Indianapolis,0.0,route_Mobile → Indianapolis,route
categorical__route_Mobile → Houston,0.0,route_Mobile → Houston,route
categorical__route_Mobile → Hartford,0.0,route_Mobile → Hartford,route
categorical__route_Mobile → Greensboro,0.0,route_Mobile → Greensboro,route
categorical__route_Mobile → Green Bay,0.0,route_Mobile → Green Bay,route
categorical__route_Mobile → Grand Rapids,0.0,route_Mobile → Grand Rapids,route
categorical__route_Mobile → Fresno,0.0,route_Mobile → Fresno,route
categorical__route_Mobile → Fort Wayne,0.0,route_Mobile → Fort Wayne,route
categorical__route_Mobile → El Paso,0.0,route_Mobile → El Paso,route
categorical__route_Mobile → Detroit,0.0,route_Mobile → Detroit,route
categorical__route_Washington → Houston,0.0,route_Washington → Houston,route
categorical__route_Mobile → Dallas,0.0,route_Mobile → Dallas,route
categorical__route_Mobile → Corpus Christi,0.0,route_Mobile → Corpus Christi,route
categorical__route_Mobile → Philadelphia,0.0,route_Mobile → Philadelphia,route
categorical__route_Mobile → Oklahoma City,0.0,route_Mobile → Oklahoma City,route
categorical__route_Mobile → New York,0.0,route_Mobile → New York,route
categorical__route_Mobile → New Orleans,0.0,route_Mobile → New Orleans,route
categorical__route_Mobile → Nashville,0.0,route_Mobile → Nashville,route
categorical__route_Mobile → Montgomery,0.0,route_Mobile → Montgomery,route
categorical__route_Mobile → Milwaukee,0.0,route_Mobile → Milwaukee,route
categorical__route_Mobile → Madison,0.0,route_Mobile → Madison,route
categorical__route_Mobile → Lubbock,0.0,route_Mobile → Lubbock,route
categorical__route_Mobile → Louisville,0.0,route_Mobile → Louisville,route
categorical__route_Mobile → Los Angeles,0.0,route_Mobile → Los Angeles,route
categorical__route_Mobile → Little Rock,0.0,route_Mobile → Little Rock,route
categorical__route_Mobile → Lexington,0.0,route_Mobile → Lexington,route
categorical__route_Mobile → Las Vegas,0.0,route_Mobile → Las Vegas,route
categorical__route_Mobile → Washington,0.0,route_Mobile → Washington,route
categorical__route_Mobile → Tulsa,0.0,route_Mobile → Tulsa,route
categorical__route_Mobile → Tucson,0.0,route_Mobile → Tucson,route
categorical__route_Mobile → Toledo,0.0,route_Mobile → Toledo,route
categorical__route_Mobile → Tampa,0.0,route_Mobile → Tampa,route
categorical__route_Mobile → St. Louis,0.0,route_Mobile → St. Louis,route
categorical__route_Mobile → Shreveport,0.0,route_Mobile → Shreveport,route
categorical__route_Mobile → San Francisco,0.0,route_Mobile → San Francisco,route
categorical__route_Mobile → San Antonio,0.0,route_Mobile → San Antonio,route
